workflow,openmlid,parallel tasks assigned,num cores per task,memory limit per task
lcdb.workflow.sklearn.KNNWorkflow,3,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,12,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,23,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,31,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,54,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,181,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,188,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,1049,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,1067,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,1111,17,11,128
lcdb.workflow.sklearn.KNNWorkflow,1169,36,5,128
lcdb.workflow.sklearn.KNNWorkflow,1457,24,8,128
lcdb.workflow.sklearn.KNNWorkflow,1461,60,3,128
lcdb.workflow.sklearn.KNNWorkflow,1464,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,1468,51,3,128
lcdb.workflow.sklearn.KNNWorkflow,1475,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,1486,73,2,128
lcdb.workflow.sklearn.KNNWorkflow,1487,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,1489,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,1494,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,1515,29,6,128
lcdb.workflow.sklearn.KNNWorkflow,1590,70,2,128
lcdb.workflow.sklearn.KNNWorkflow,1596,31,6,128
lcdb.workflow.sklearn.KNNWorkflow,4134,16,12,128
lcdb.workflow.sklearn.KNNWorkflow,4135,35,5,128
lcdb.workflow.sklearn.KNNWorkflow,4534,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,4538,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,4541,29,6,128
lcdb.workflow.sklearn.KNNWorkflow,23517,45,4,128
lcdb.workflow.sklearn.KNNWorkflow,40498,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,40668,56,3,128
lcdb.workflow.sklearn.KNNWorkflow,40670,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,40685,40,4,128
lcdb.workflow.sklearn.KNNWorkflow,40701,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,40900,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,40975,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,40978,18,10,128
lcdb.workflow.sklearn.KNNWorkflow,40981,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,40982,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,40983,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,40984,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,40996,16,12,128
lcdb.workflow.sklearn.KNNWorkflow,41027,65,2,128
lcdb.workflow.sklearn.KNNWorkflow,41138,49,3,128
lcdb.workflow.sklearn.KNNWorkflow,41142,17,11,128
lcdb.workflow.sklearn.KNNWorkflow,41143,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,41144,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,41145,113,1,128
lcdb.workflow.sklearn.KNNWorkflow,41146,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,41147,14,13,128
lcdb.workflow.sklearn.KNNWorkflow,41150,44,4,128
lcdb.workflow.sklearn.KNNWorkflow,41156,192,1,128
lcdb.workflow.sklearn.KNNWorkflow,41157,15,12,128
lcdb.workflow.sklearn.KNNWorkflow,41158,28,6,128
lcdb.workflow.sklearn.KNNWorkflow,41159,27,7,128
lcdb.workflow.sklearn.KNNWorkflow,41161,27,7,128
lcdb.workflow.sklearn.KNNWorkflow,41162,28,6,128
lcdb.workflow.sklearn.KNNWorkflow,41163,14,13,128
lcdb.workflow.sklearn.KNNWorkflow,41164,29,6,128
lcdb.workflow.sklearn.KNNWorkflow,41165,32,6,128
lcdb.workflow.sklearn.KNNWorkflow,41166,50,3,128
lcdb.workflow.sklearn.KNNWorkflow,41167,97,1,128
lcdb.workflow.sklearn.KNNWorkflow,41168,47,4,128
lcdb.workflow.sklearn.KNNWorkflow,41169,42,4,128
lcdb.workflow.sklearn.KNNWorkflow,42732,21,9,128
lcdb.workflow.sklearn.KNNWorkflow,42733,25,7,128
lcdb.workflow.sklearn.KNNWorkflow,42734,33,5,128
lcdb.workflow.sklearn.KNNWorkflow,42742,81,2,128
lcdb.workflow.sklearn.KNNWorkflow,42746,15,12,128
lcdb.workflow.sklearn.KNNWorkflow,42769,32,6,128
lcdb.workflow.sklearn.KNNWorkflow,43072,5,38,128
lcdb.workflow.sklearn.LibLinearWorkflow,3,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,12,147,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,23,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,31,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,54,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,181,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,188,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,1049,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,1067,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,1111,6,32,128
lcdb.workflow.sklearn.LibLinearWorkflow,1169,15,12,128
lcdb.workflow.sklearn.LibLinearWorkflow,1457,9,21,128
lcdb.workflow.sklearn.LibLinearWorkflow,1461,25,7,128
lcdb.workflow.sklearn.LibLinearWorkflow,1464,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,1468,21,9,128
lcdb.workflow.sklearn.LibLinearWorkflow,1475,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,1486,33,5,128
lcdb.workflow.sklearn.LibLinearWorkflow,1487,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,1489,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,1494,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,1515,11,17,128
lcdb.workflow.sklearn.LibLinearWorkflow,1590,29,6,128
lcdb.workflow.sklearn.LibLinearWorkflow,1596,12,16,128
lcdb.workflow.sklearn.LibLinearWorkflow,4134,5,38,128
lcdb.workflow.sklearn.LibLinearWorkflow,4135,14,13,128
lcdb.workflow.sklearn.LibLinearWorkflow,4534,154,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,4538,173,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,4541,11,17,128
lcdb.workflow.sklearn.LibLinearWorkflow,23517,17,11,128
lcdb.workflow.sklearn.LibLinearWorkflow,40498,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,40668,22,8,128
lcdb.workflow.sklearn.LibLinearWorkflow,40670,166,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,40685,15,12,128
lcdb.workflow.sklearn.LibLinearWorkflow,40701,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,40900,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,40975,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,40978,6,32,128
lcdb.workflow.sklearn.LibLinearWorkflow,40981,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,40982,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,40983,192,1,128
lcdb.workflow.sklearn.LibLinearWorkflow,40984,192,1,128
